"","...1","id","satellite","satellite_nssdc_id","satellite_operating_agency","sensor","orbit","start_dt","stop_dt","filename","process_dt","process_algorithm","process_algorithm_version","load_dt","temp_kelvin","power","confidence","datetime","age_hours","australian_state","lon","lat","date","obsTime","year"
"1",4187,35345689,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46432,"2020/10/13 03:49:07+00","2020/10/13 04:01:55+00","Npp20201013T034907Z20201013T040155Zhotspots.txt",NA,"AFMOD","6",NA,374.02,136.3,100,"2020/10/13 03:54:49+00",17734,"VIC",143.2633,-36.0563,2020-10-13,2020-10-13 03:54:49,"2020-2021"
"2",4188,35347792,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46432,"2020/10/13 03:49:07+00","2020/10/13 04:09:02+00","Npp20201013T034907Z20201013T040902Zhotspots.txt",NA,"AFMOD","6",NA,374.02,136.3,100,"2020/10/13 03:54:49+00",17734,"VIC",143.2633,-36.0563,2020-10-13,2020-10-13 03:54:49,"2020-2021"
"3",4189,35606396,"TERRA","1999-068A","NASA","MODIS",-1,"2020/10/26 00:29:27+00","2020/10/26 00:42:45+00","Terra20201026T002927Z20201026T004245Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.3,152.9,100,"2020/10/26 00:39:16+00",17323,"VIC",141.808,-37.468,2020-10-26,2020-10-26 00:39:16,"2020-2021"
"4",4190,35606434,"TERRA","1999-068A","NASA","MODIS",-1,"2020/10/26 00:29:27+00","2020/10/26 00:45:13+00","Terra20201026T002927Z20201026T004513Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.3,152.9,100,"2020/10/26 00:39:16+00",17323,"VIC",141.808,-37.468,2020-10-26,2020-10-26 00:39:16,"2020-2021"
"5",4191,35606470,"TERRA","1999-068A","NASA","MODIS",NA,"2020/10/26 00:29:27+00","2020/10/26 00:42:45+00","Terra20201026T002927Z20201026T004245Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,378.81,160.7,50,"2020/10/26 00:29:27+00",17323,"VIC",141.81,-37.47,2020-10-26,2020-10-26 00:29:27,"2020-2021"
"6",4192,35606537,"TERRA","1999-068A","NASA","MODIS",-1,"2020/10/26 00:27:47+00","2020/10/26 00:45:13+00","Terra20201026T002747Z20201026T004513Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.3,152.9,100,"2020/10/26 00:39:17+00",17323,"VIC",141.808,-37.468,2020-10-26,2020-10-26 00:39:17,"2020-2021"
"7",4193,35606573,"TERRA","1999-068A","NASA","MODIS",NA,"2020/10/26 00:29:27+00","2020/10/26 00:45:13+00","Terra20201026T002927Z20201026T004513Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,378.81,160.7,50,"2020/10/26 00:29:27+00",17323,"VIC",141.81,-37.47,2020-10-26,2020-10-26 00:29:27,"2020-2021"
"8",4194,35606637,"TERRA","1999-068A","NASA","MODIS",NA,"2020/10/26 00:27:47+00","2020/10/26 00:45:13+00","Terra20201026T002747Z20201026T004513Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,378.81,160.7,50,"2020/10/26 00:27:47+00",17323,"VIC",141.81,-37.47,2020-10-26,2020-10-26 00:27:47,"2020-2021"
"9",4195,35610093,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:53:30+00","2020/10/26 04:07:43+00","J0120201026T035330Z20201026T040743Zhotspots.txt",NA,"AFIMG","6",NA,330.54,157.5,8,"2020/10/26 04:00:37+00",17320,"VIC",141.8032,-37.4721,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"10",4196,35610094,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:53:30+00","2020/10/26 04:07:43+00","J0120201026T035330Z20201026T040743Zhotspots.txt",NA,"AFIMG","6",NA,305.03,191,7,"2020/10/26 04:00:37+00",17320,"VIC",141.7904,-37.4734,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"11",4197,35610391,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:54:56+00","2020/10/26 04:07:43+00","J0120201026T035456Z20201026T040743Zhotspots.txt",NA,"AFMOD","6",NA,376.07,157.6,100,"2020/10/26 04:00:37+00",17320,"VIC",141.7997,-37.4704,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"12",4198,35610392,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:54:56+00","2020/10/26 04:07:43+00","J0120201026T035456Z20201026T040743Zhotspots.txt",NA,"AFMOD","6",NA,383.38,190.1,100,"2020/10/26 04:00:37+00",17320,"VIC",141.7869,-37.4717,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"13",4199,35610626,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:54:56+00","2020/10/26 04:11:59+00","J0120201026T035456Z20201026T041159Zhotspots.txt",NA,"AFMOD","6",NA,376.07,157.6,100,"2020/10/26 04:00:37+00",17320,"VIC",141.7997,-37.4704,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"14",4200,35610627,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:54:56+00","2020/10/26 04:11:59+00","J0120201026T035456Z20201026T041159Zhotspots.txt",NA,"AFMOD","6",NA,383.38,190.1,100,"2020/10/26 04:00:37+00",17320,"VIC",141.7869,-37.4717,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"15",4201,35611150,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:53:30+00","2020/10/26 04:11:59+00","J0120201026T035330Z20201026T041159Zhotspots.txt",NA,"AFIMG","6",NA,330.54,157.5,8,"2020/10/26 04:00:37+00",17320,"VIC",141.8032,-37.4721,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"16",4202,35611151,"NOAA 20","2017-073A","NOAA","VIIRS",15220,"2020/10/26 03:53:30+00","2020/10/26 04:11:59+00","J0120201026T035330Z20201026T041159Zhotspots.txt",NA,"AFIMG","6",NA,305.03,191,7,"2020/10/26 04:00:37+00",17320,"VIC",141.7904,-37.4734,2020-10-26,2020-10-26 04:00:37,"2020-2021"
"17",4203,35754868,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,677.8,9,"2020/11/01 04:37:51+00",17175,"VIC",141.8095,-37.4618,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"18",4204,35754869,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,348.73,677.8,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8145,-37.4609,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"19",4205,35754870,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,337.43,131.3,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8045,-37.4627,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"20",4206,35754872,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,677.8,7,"2020/11/01 04:37:51+00",17175,"VIC",141.8135,-37.4573,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"21",4207,35754873,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,677.8,7,"2020/11/01 04:37:51+00",17175,"VIC",141.8085,-37.4583,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"22",4208,35754874,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,344.21,111.6,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8132,-37.464,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"23",4209,35754876,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,111.6,9,"2020/11/01 04:37:51+00",17175,"VIC",141.8122,-37.4605,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"24",4210,35754878,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,338.34,111.6,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8172,-37.4596,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"25",4211,35754879,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,284.6,9,"2020/11/01 04:37:51+00",17175,"VIC",141.8061,-37.4579,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"26",4212,35754880,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,326.7,284.6,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8011,-37.4588,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"27",4213,35754881,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,660.3,7,"2020/11/01 04:37:51+00",17175,"VIC",141.8162,-37.456,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"28",4214,35754882,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,367,660.3,7,"2020/11/01 04:37:51+00",17175,"VIC",141.8111,-37.457,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"29",4215,35754883,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,346.71,284.6,8,"2020/11/01 04:37:51+00",17175,"VIC",141.8051,-37.4543,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"30",4216,35754885,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFIMG","6",NA,295.74,660.3,7,"2020/11/01 04:37:51+00",17175,"VIC",141.8101,-37.4534,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"31",4217,35754923,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,563.32,2710.2,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8115,-37.4596,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"32",4218,35754924,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,383.34,130.3,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8015,-37.4614,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"33",4219,35754925,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,423.8,332.8,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8152,-37.4618,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"34",4220,35754926,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,392.39,164.3,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8052,-37.4636,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"35",4221,35754927,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,536.51,1979.9,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8132,-37.4547,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"36",4222,35754928,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46702,"2020/11/01 04:32:10+00","2020/11/01 04:49:13+00","Npp20201101T043210Z20201101T044913Zhotspots.txt",NA,"AFMOD","6",NA,476.35,853.3,100,"2020/11/01 04:37:51+00",17175,"VIC",141.8031,-37.4566,2020-11-01,2020-11-01 04:37:51,"2020-2021"
"37",4223,35770116,"NOAA 20","2017-073A","NOAA","VIIRS",15305,"2020/11/01 03:40:58+00","2020/11/01 03:55:11+00","J0120201101T034058Z20201101T035511Zhotspots.txt",NA,"AFIMG","6",NA,346.16,115.1,8,"2020/11/01 03:48:05+00",17176,"VIC",141.8161,-37.4559,2020-11-01,2020-11-01 03:48:05,"2020-2021"
"38",4224,35770117,"NOAA 20","2017-073A","NOAA","VIIRS",15305,"2020/11/01 03:40:58+00","2020/11/01 03:55:11+00","J0120201101T034058Z20201101T035511Zhotspots.txt",NA,"AFIMG","6",NA,351.71,115.1,8,"2020/11/01 03:48:05+00",17176,"VIC",141.8097,-37.4564,2020-11-01,2020-11-01 03:48:05,"2020-2021"
"39",4225,35770120,"NOAA 20","2017-073A","NOAA","VIIRS",15305,"2020/11/01 03:40:58+00","2020/11/01 03:55:11+00","J0120201101T034058Z20201101T035511Zhotspots.txt",NA,"AFIMG","6",NA,347.33,115.1,8,"2020/11/01 03:48:05+00",17176,"VIC",141.8092,-37.4516,2020-11-01,2020-11-01 03:48:05,"2020-2021"
"40",4226,35770455,"NOAA 20","2017-073A","NOAA","VIIRS",15305,"2020/11/01 03:43:48+00","2020/11/01 03:55:11+00","J0120201101T034348Z20201101T035511Zhotspots.txt",NA,"AFMOD","6",NA,352.7,100.9,97,"2020/11/01 03:46:39+00",17176,"VIC",141.2846,-37.6745,2020-11-01,2020-11-01 03:46:39,"2020-2021"
"41",4227,35770460,"NOAA 20","2017-073A","NOAA","VIIRS",15305,"2020/11/01 03:43:48+00","2020/11/01 03:55:11+00","J0120201101T034348Z20201101T035511Zhotspots.txt",NA,"AFMOD","6",NA,403.67,355.3,100,"2020/11/01 03:48:05+00",17176,"VIC",141.8126,-37.4538,2020-11-01,2020-11-01 03:48:05,"2020-2021"
"42",4228,35773155,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"MOD14","6.2.1",NA,389.1,309.1,100,"2020/11/01 04:16:54+00",17175,"VIC",141.29,-37.677,2020-11-01,2020-11-01 04:16:54,"2020-2021"
"43",4229,35773156,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"MOD14","6.2.1",NA,369.4,180.1,100,"2020/11/01 04:16:54+00",17175,"VIC",141.274,-37.679,2020-11-01,2020-11-01 04:16:54,"2020-2021"
"44",4230,35773159,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"MOD14","6.2.1",NA,375.3,191.1,100,"2020/11/01 04:16:56+00",17175,"VIC",141.824,-37.455,2020-11-01,2020-11-01 04:16:56,"2020-2021"
"45",4231,35773160,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"MOD14","6.2.1",NA,467.5,1412.9,100,"2020/11/01 04:16:56+00",17175,"VIC",141.809,-37.456,2020-11-01,2020-11-01 04:16:56,"2020-2021"
"46",4232,35773163,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"MOD14","6.2.1",NA,355.7,106.5,98,"2020/11/01 04:16:57+00",17175,"VIC",141.803,-37.45,2020-11-01,2020-11-01 04:16:57,"2020-2021"
"47",4233,35773452,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,466.55,947.8,50,"2020/11/01 04:10:33+00",17175,"VIC",141.81,-37.46,2020-11-01,2020-11-01 04:10:33,"2020-2021"
"48",4234,35773453,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,374.33,140.7,50,"2020/11/01 04:10:33+00",17175,"VIC",141.82,-37.46,2020-11-01,2020-11-01 04:10:33,"2020-2021"
"49",4235,35773458,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,368.41,119.5,50,"2020/11/01 04:10:33+00",17175,"VIC",141.27,-37.68,2020-11-01,2020-11-01 04:10:33,"2020-2021"
"50",4236,35773459,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:22:22+00","Aqua20201101T041033Z20201101T042222Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,388.16,195.9,50,"2020/11/01 04:10:33+00",17175,"VIC",141.29,-37.68,2020-11-01,2020-11-01 04:10:33,"2020-2021"
"51",4237,35774040,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"MOD14","6.2.1",NA,389.1,309.1,100,"2020/11/01 04:16:54+00",17175,"VIC",141.29,-37.677,2020-11-01,2020-11-01 04:16:54,"2020-2021"
"52",4238,35774041,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"MOD14","6.2.1",NA,369.4,180.1,100,"2020/11/01 04:16:54+00",17175,"VIC",141.274,-37.679,2020-11-01,2020-11-01 04:16:54,"2020-2021"
"53",4239,35774044,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"MOD14","6.2.1",NA,375.3,191.1,100,"2020/11/01 04:16:56+00",17175,"VIC",141.824,-37.455,2020-11-01,2020-11-01 04:16:56,"2020-2021"
"54",4240,35774045,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"MOD14","6.2.1",NA,467.5,1412.9,100,"2020/11/01 04:16:56+00",17175,"VIC",141.809,-37.456,2020-11-01,2020-11-01 04:16:56,"2020-2021"
"55",4241,35774048,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"MOD14","6.2.1",NA,355.7,106.5,98,"2020/11/01 04:16:57+00",17175,"VIC",141.803,-37.45,2020-11-01,2020-11-01 04:16:57,"2020-2021"
"56",4242,35774611,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,466.55,947.8,50,"2020/11/01 04:10:33+00",17175,"VIC",141.81,-37.46,2020-11-01,2020-11-01 04:10:33,"2020-2021"
"57",4243,35774612,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/01 04:10:33+00","2020/11/01 04:29:31+00","Aqua20201101T041033Z20201101T042931Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,374.33,140.7,50,"2020/11/01 04:10:33+00",17175,"VIC",141.82,-37.46,2020-11-01,2020-11-01 04:10:33,"2020-2021"
